Rk	Player	Age	Team	Pos	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	Awards
222.0	Doug McDermott	33.0	SAC	SF	22.0	3.0	200.0	5.2	12.4	0.42	4.3	10.6	0.407	0.9	1.8	0.5	0.594	0.5	0.9	0.6	0.4	2.5	2.9	0.5	0.5	0.2	0.4	3.6	15.3	
223.0	Georges Niang	31.0	CLE	PF	30.0	1.0	627.0	5.8	12.2	0.476	2.9	7.9	0.372	2.9	4.3	0.667	0.597	0.6	0.8	0.786	1.3	5.8	7.1	2.3	0.6	0.3	1.7	4.0	15.2	
224.0	Fred VanVleet	30.0	HOU	PG	27.0	27.0	952.0	5.4	14.3	0.375	2.3	7.9	0.298	3.0	6.5	0.468	0.456	2.1	2.6	0.812	0.7	3.8	4.5	6.2	1.5	0.5	1.4	2.4	15.2	
225.0	Jose Alvarado	26.0	NOP	PG	11.0	7.0	282.0	5.1	12.9	0.396	3.1	7.7	0.4	2.0	5.2	0.39	0.515	1.8	2.2	0.824	0.8	2.3	3.1	6.3	2.2	0.4	1.8	3.3	15.1	
226.0	Isaiah Hartenstein	26.0	OKC	C	13.0	12.0	395.0	6.5	11.1	0.582	0.0	0.4	0.0	6.5	10.8	0.602	0.582	2.2	3.4	0.649	3.7	11.2	14.9	4.6	1.1	1.4	2.3	3.7	15.1	
227.0	Jordan Miller	25.0	LAC	SF	18.0	0.0	267.0	5.9	13.5	0.44	0.9	3.8	0.25	5.0	9.7	0.514	0.475	2.3	3.0	0.773	2.3	2.4	4.7	2.7	0.8	0.4	2.0	2.4	15.1	
228.0	Terry Rozier	30.0	MIA	PG	24.0	12.0	688.0	5.3	13.1	0.402	2.3	6.7	0.344	3.0	6.4	0.463	0.49	2.2	2.5	0.894	0.9	4.0	5.0	3.8	0.8	0.5	1.8	1.9	15.1	
229.0	Isaiah Jackson	23.0	IND	C	5.0	1.0	84.0	6.0	9.9	0.609	0.0	0.0		6.0	9.9	0.609	0.609	3.0	6.0	0.5	4.7	7.3	12.0	2.1	1.3	3.4	2.1	6.0	15.0	
230.0	Kelly Olynyk	33.0	TOR	C	7.0	0.0	115.0	4.7	12.2	0.385	2.2	4.7	0.467	2.5	7.5	0.333	0.474	3.4	4.4	0.786	2.2	8.1	10.3	5.0	2.8	0.6	4.1	6.6	15.0	
231.0	Christian Braun	23.0	DEN	SG	27.0	27.0	915.0	5.7	10.4	0.543	1.0	2.8	0.371	4.6	7.7	0.605	0.592	2.5	3.2	0.78	1.3	4.0	5.4	2.2	1.3	0.6	1.4	2.3	14.9	
232.0	Tobias Harris	32.0	DET	PF	28.0	28.0	895.0	5.6	12.9	0.438	1.6	4.8	0.328	4.1	8.1	0.502	0.498	2.1	2.5	0.839	1.1	6.3	7.4	2.7	0.9	1.0	1.3	2.3	14.9	
233.0	Zach Collins	27.0	SAS	C	24.0	4.0	341.0	5.3	11.1	0.476	1.3	3.8	0.333	4.0	7.3	0.551	0.533	3.0	3.4	0.875	3.0	5.5	8.4	4.4	1.2	1.3	2.2	5.6	14.8	
234.0	Monte Morris	29.0	PHO	PG	24.0	0.0	312.0	5.1	12.2	0.415	1.8	5.8	0.32	3.2	6.5	0.5	0.491	2.8	3.3	0.828	0.8	3.3	4.2	5.0	1.4	0.3	1.4	1.5	14.8	
235.0	Alex Sarr	19.0	WAS	C	24.0	24.0	656.0	5.6	14.1	0.397	1.8	6.0	0.291	3.8	8.1	0.476	0.459	1.8	2.9	0.635	2.6	5.8	8.4	2.8	1.0	2.4	2.0	3.6	14.8	
236.0	Kel'el Ware	20.0	MIA	C	12.0	0.0	100.0	6.5	12.6	0.514	1.1	3.2	0.333	5.4	9.4	0.577	0.557	0.7	0.7	1.0	2.2	8.6	10.8	0.4	1.8	2.9	2.2	3.2	14.8	
237.0	Amir Coffey	27.0	LAC	SG	29.0	8.0	711.0	5.2	10.6	0.493	2.3	5.5	0.422	2.9	5.1	0.57	0.603	1.9	2.3	0.826	0.8	3.0	3.8	1.8	0.8	0.1	1.0	2.3	14.7	
238.0	Ayo Dosunmu	25.0	CHI	SG	30.0	17.0	924.0	5.7	11.7	0.49	1.6	4.9	0.32	4.2	6.8	0.611	0.557	1.7	2.1	0.796	0.7	3.9	4.6	5.6	0.9	0.5	1.6	2.6	14.7	
239.0	Quenton Jackson	26.0	IND	PG	15.0	7.0	242.0	5.8	11.2	0.52	1.3	3.6	0.375	4.5	7.6	0.588	0.58	1.8	2.5	0.706	1.5	2.5	4.0	4.2	1.3	0.7	1.6	4.3	14.7	
240.0	Corey Kispert	25.0	WAS	SF	22.0	0.0	596.0	5.4	12.6	0.426	2.6	7.7	0.336	2.8	4.9	0.568	0.529	1.4	1.6	0.852	0.5	4.0	4.5	2.1	0.7	0.3	1.4	2.3	14.7	
241.0	Tyler Kolek	23.0	NYK	PG	18.0	0.0	113.0	5.1	12.4	0.41	3.2	7.3	0.435	1.9	5.1	0.375	0.538	1.3	1.3	1.0	0.6	3.2	3.8	3.5	1.9	0.3	2.2	3.2	14.7	
242.0	Miles McBride	24.0	NYK	PG	25.0	0.0	628.0	5.2	12.0	0.435	2.9	7.1	0.411	2.3	4.9	0.471	0.557	1.4	1.7	0.828	1.0	2.9	3.8	4.2	1.3	0.3	1.3	2.3	14.7	
243.0	Bruno Fernando	26.0	TOR	C	16.0	2.0	143.0	6.5	12.1	0.542	0.0	0.0		6.5	12.1	0.542	0.542	1.5	2.0	0.75	5.3	7.3	12.6	4.5	1.0	2.3	3.5	6.5	14.6	
244.0	Tyus Jones	28.0	PHO	PG	29.0	29.0	917.0	5.6	11.0	0.507	2.7	6.0	0.444	2.9	5.0	0.583	0.629	0.7	0.9	0.864	0.6	2.3	2.9	7.3	1.1	0.2	1.3	1.2	14.6	
245.0	Aaron Nesmith	25.0	IND	SF	6.0	6.0	136.0	5.0	9.5	0.528	1.6	2.9	0.545	3.4	6.6	0.52	0.611	2.9	3.4	0.846	1.1	5.3	6.4	1.6	1.1	0.5	1.3	6.4	14.6	
246.0	Jae'Sean Tate	29.0	HOU	SF	13.0	0.0	91.0	5.1	9.9	0.52	0.4	2.0	0.2	4.7	7.9	0.6	0.54	4.0	5.9	0.667	2.4	7.5	9.9	4.0	2.8	0.0	2.4	6.7	14.6	
247.0	Nickeil Alexander-Walker	26.0	MIN	SG	29.0	2.0	680.0	5.3	10.6	0.5	2.5	5.9	0.432	2.8	4.7	0.584	0.62	1.4	1.8	0.765	0.9	3.3	4.2	3.8	1.4	0.5	2.1	2.5	14.5	
248.0	Matas Buzelis	20.0	CHI	SF	29.0	0.0	381.0	5.0	13.5	0.371	2.4	7.0	0.338	2.6	6.5	0.406	0.458	2.1	2.6	0.786	1.4	5.8	7.2	1.6	0.8	2.1	1.7	4.0	14.5	
249.0	Jaime Jaquez Jr.	23.0	MIA	SF	23.0	2.0	493.0	5.3	12.6	0.422	0.8	3.3	0.244	4.5	9.3	0.484	0.454	3.1	4.2	0.737	2.0	5.9	8.0	3.7	1.5	0.1	2.6	2.8	14.5	
250.0	Isaiah Joe	25.0	OKC	SG	26.0	10.0	544.0	5.0	12.8	0.394	3.6	9.9	0.367	1.4	2.8	0.488	0.536	0.8	1.1	0.75	0.8	3.8	4.6	2.6	1.3	0.4	0.9	2.7	14.5	
251.0	Derrick Jones Jr.	27.0	LAC	SF	28.0	28.0	685.0	5.6	11.3	0.498	1.7	4.2	0.4	3.9	7.1	0.556	0.572	1.6	1.8	0.882	1.7	3.1	4.8	1.3	1.9	0.5	1.5	3.1	14.5	
252.0	Guerschon Yabusele	29.0	PHI	PF	28.0	10.0	660.0	5.3	10.7	0.492	2.2	5.7	0.385	3.1	5.1	0.613	0.594	1.7	2.7	0.64	2.5	5.4	7.9	2.7	1.2	0.6	2.1	3.8	14.5	
253.0	Brandon Clarke	28.0	MEM	PF	29.0	17.0	530.0	6.7	11.1	0.607	0.1	1.1	0.063	6.7	10.0	0.667	0.61	0.9	1.5	0.591	3.3	6.5	9.8	2.1	1.5	0.8	1.0	4.2	14.4	
254.0	Jrue Holiday	34.0	BOS	PG	26.0	26.0	796.0	5.2	11.7	0.448	2.1	6.4	0.326	3.2	5.3	0.593	0.537	1.8	2.0	0.889	1.3	3.8	5.1	4.3	1.0	0.5	1.8	1.7	14.4	
255.0	Jaylen Nowell	25.0	NOP	SG	8.0	0.0	168.0	5.6	15.6	0.356	1.7	5.8	0.296	3.9	9.9	0.391	0.411	1.5	2.4	0.636	1.3	3.0	4.3	3.9	0.2	0.9	1.7	1.9	14.4	
256.0	Royce O'Neale	31.0	PHO	SF	29.0	9.0	775.0	5.1	11.3	0.453	3.4	7.7	0.448	1.7	3.6	0.462	0.605	0.7	1.0	0.762	1.4	6.3	7.8	3.2	1.3	0.7	1.3	3.2	14.4	
